name,format
Alfonso Cabaas,0
Alfonso Carbajo Fernndez,1
Alfonso F. Fernndez,4
Alfonso Fernndez Fernndez,1
Alfonso Frazer,0
Alfonso G. Frazer,4
Alfonso Gerald Frazer,1
Alfonso Gonzlez,0
Alfonso Lpez,0
Alfonso Muoz,0
Alfonso P. Muoz,4
Alfonso Parra,0
Alfonso Prez Muoz,1
Alfonso R. Cabaas,4
Alfonso R. Gonzlez,4
Alfonso Rafael Gonzlez,1
Alfonso Reyes,0
Alfonso Reyes Cabaas,1
Alfonso S. Reyes,4
Alfonso Stoopen Reyes,1
Alfonso T. Alonso,4
Alfonso Tusell Alonso,1
"Alfonso, Carlos",2
"Alfonso, Carlos L.",5
"Alfonso, Carlos Lastre",3
"Alfonso, Carmelo",2
"Alfonso, Carmelo G.",5
"Alfonso, Carmelo Garca",3
Alfrds Alslbens,0
Alfrds K. Alslbens,4
Alfrds Karls Alslbens,1
Alfre Alfresson,0
Alfre K. Alfresson,4
Alfre Karl Alfresson,1
Alfred A. Ankamah,4
Alfred A. Kotey,4
Alfred Addo Ankamah,1
Alfred Amon Kotey,1
Alfred Ankamah,0
Alfred Annan,0
Alfred Archer,0
Alfred B. Basset,4
Alfred Bakewell,0
Alfred Barnard Basset,1
Alfred Basset,0
Alfred Bowerman,0
Alfred Chalk,0
Alfred Dahlberg,0
Alfred E. Chalk,4
Alfred E. Hall,4
Alfred E. Syson,4
Alfred Edward Syson,1
Alfred Ernest Chalk,1
Alfred Ewart Hall,1
Alfred Freeman,0
Alfred G. Archer,4
Alfred German Archer,1
Alfred H. Annan,4
Alfred H. Bakewell,4
Alfred H. Pycock,4
Alfred Hall,0
Alfred Harold Pycock,1
Alfred Harry Bakewell,1
Alfred Heacock Annan,1
Alfred J. Bowerman,4
Alfred J. Powlesland,4
Alfred J. Rodgers,4
Alfred J. Sapecky,4
Alfred James Bowerman,1
Alfred James Powlesland,1
Alfred James Sapecky,1
Alfred John Rodgers,1
Alfred Kotey,0
Alfred L. Sorongo,4
Alfred Lucas,0
Alfred Luseno Sorongo,1
Alfred Marr,0
Alfred Mellows,0
Alfred North,0
Alfred P. Freeman,4
Alfred P. Lucas,4
Alfred P. Marr,4
Alfred P. Mellows,4
Alfred Paul Mellows,1
Alfred Percy Freeman,1
Alfred Percy Marr,1
Alfred Perry Lucas,1
Alfred Powlesland,0
Alfred Pycock,0
Alfred R. Wallace,4
Alfred Rodgers,0
Alfred Russel Wallace,1
Alfred S. North,4
Alfred Sapecky,0
Alfred Sorongo,0
Alfred Sydney North,1
Alfred Syson,0
Alfred T. Dahlberg,4
Alfred Theodor Dahlberg,1
Alfred Wallace,0
Alfredo A. Lpez,4
Alfredo Angulo Lpez,1
Alfredo Beamud,0
Alfredo Ber,0
Alfredo C. Beamud,4
Alfredo Carneros Beamud,1
Alfredo D. Ganoza,4
Alfredo Deza Ganoza,1
Alfredo Durn,0
Alfredo F. Durn,4
Alfredo Fernndez Durn,1
Alfredo G. Moreno,4
Alfredo Ganoza,0
Alfredo Goyeneche Moreno,1
Alfredo H. Martnez,4
Alfredo Hernndez Martnez,1
Alfredo Lpez,0
Alfredo M. Martnez,4
Alfredo Marcuo Martnez,1
Alfredo Moreno,0
Alfredo Romano,0
Alfredo S. Martnez,4
Alfredo Sauza Martnez,1
Alfredo d. Ber,4
Alfredo de Ber,1
Alfredo n. Romano,4
Alfredo ngel Romano,1
"Alfresson, Alfre",2
"Alfresson, Alfre K.",5
"Alfresson, Alfre Karl",3
Algot A. Larsson,4
Algot Abraham Larsson,1
Algot Larsson,0
"Alhassan, Abdul",2
"Alhassan, Abdul R.",5
"Alhassan, Abdul Razak",3
"Alkorta, Agustn",2
"Alkorta, Agustn A.",5
"Alkorta, Agustn Aranzbal",3
All Stars,0
All T. Stars,4
All The Stars,1
Allal B. Kassou,4
Allal Ben Kassou,1
Allal Kassou,0
Allan A. Bengtsson,4
Allan A. Donald,4
Allan Anthony Donald,1
Allan August Bengtsson,1
Allan Bengtsson,0
Allan Bentsen,0
Allan Border,0
Allan Brown,0
Allan D. Horan,4
Allan Donald,0
Allan Douglas Horan,1
Allan Franck,0
Allan G. Franck,4
Allan Gunthard Franck,1
Allan H. Bentsen,4
Allan Horan,0
Allan Houston,0
Allan Hundstrup Bentsen,1
Allan J. Lamb,4
Allan Joseph Lamb,1
Allan Lamb,0
Allan R. Border,4
Allan R. Tong,4
Allan Ray Tong,1
Allan Robert Border,1
Allan T. Brown,4
Allan Thurston Brown,1
Allan Tong,0
Allan W. Houston,4
Allan Wade Houston,1
"Allan, Peter",2
"Allan, Peter J.",5
"Allan, Peter John",3
"Allan, Scott",2
"Allan, Scott H.",5
"Allan, Scott Hazzard",3
Allen Bourbeau,0
Allen Coage,0
Allen H. Bourbeau,4
Allen Harold Bourbeau,1
Allen J. Coage,4
Allen J. Morgan,4
Allen James Coage,1
Allen Jerome Morgan,1
Allen L. Pope,4
Allen Lawrence Pope,1
Allen Morgan,0
Allen Pope,0
Allen T. West,4
Allen Tarwater West,1
Allen West,0
"Allen, Claude",2
"Allen, Claude A.",5
"Allen, Claude Arthur",3
"Allen, Gwyn",2
"Allen, Gwyn J.",5
"Allen, Gwyn Jay",3
"Allen, Jay",2
"Allen, Jay P.",5
"Allen, Jay Presson",3
"Allen, John",2
"Allen, John C.",5
"Allen, John Chad",3
"Allen, Walter",2
"Allen, Walter R.",5
"Allen, Walter Ray",3
"Allende, Carlos",2
"Allende, Carlos G.",5
"Allende, Carlos Gerena",3
"Allende, Jos",2
"Allende, Jos P.",5
"Allende, Jos Prez",3
"Alley, Wayne",2
"Alley, Wayne E.",5
"Alley, Wayne Edward",3
"Alleyne, Mark",2
"Alleyne, Mark W.",5
"Alleyne, Mark Wayne",3
"Allfrey, Ellah",2
"Allfrey, Ellah W.",5
"Allfrey, Ellah Wakatama",3
"Allman, George",2
"Allman, George J.",5
"Allman, George Johnston",3
"Allotey, Jonathan",2
"Allotey, Jonathan K.",5
"Allotey, Jonathan Kpakpo",3
Allyn A. Young,4
Allyn Abbott Young,1
Allyn Johnson,0
Allyn W. Johnson,4
Allyn Wayne Johnson,1
Allyn Young,0
Alma Martnez,0
Alma R. Martnez,4
Alma Rosa Martnez,1
Almabruk M. Mahmud,4
Almabruk Mahmud,0
Almabruk Mahmud Mahmud,1
"Almanza, Eduardo",2
"Almanza, Eduardo C.",5
"Almanza, Eduardo Castro",3
"Almaraz, Abel",2
"Almaraz, Abel C.",5
"Almaraz, Abel Csar",3
"Almeland, Arne",2
"Almeland, Arne J.",5
"Almeland, Arne Johan",3
"Almeyda, Matas",2
"Almeyda, Matas J.",5
"Almeyda, Matas Jess",3
"Almond, Harry",2
"Almond, Harry H.",5
"Almond, Harry Hudson",3
Alon D. Loco,4
Alon De Loco,1
Alon Loco,0
"Alonso, Alfonso",2
"Alonso, Alfonso T.",5
"Alonso, Alfonso Tusell",3
"Alonso, Berta",2
"Alonso, Berta G.",5
"Alonso, Berta Garca",3
"Alonso, Fernando",2
"Alonso, Fernando B.",5
"Alonso, Fernando Bolea",3
"Alonso, Pamela",2
"Alonso, Pamela T.",5
"Alonso, Pamela Tajonar",3
"Alonso, Segundo",2
"Alonso, Segundo M.",5
"Alonso, Segundo Mora",3
"Alouane, Boualem",2
"Alouane, Boualem B.",5
"Alouane, Boualem Bel",3
Alphonse H. Matam,4
Alphonse Hercule Matam,1
Alphonse Matam,0
Alphonso Roberts,0
Alphonso T. Roberts,4
Alphonso Theodore Roberts,1
"Alslbens, Alfrds",2
"Alslbens, Alfrds K.",5
"Alslbens, Alfrds Karls",3
Alston Householder,0
Alston S. Householder,4
Alston Scott Householder,1
Alton R. Welton,4
Alton Roy Welton,1
Alton Welton,0
"Alwan, Ahmed",2
"Alwan, Ahmed S.",5
"Alwan, Ahmed Salah",3
"Alwyn, Malcolm",2
"Alwyn, Malcolm a.",5
"Alwyn, Malcolm and",3
"Aly, Ahmed F.",5
"Aly, Ahmed Fouad",3
"Aly, Ahmed M.",5
"Aly, Ahmed Mahmoud",3
Alyssa Anderson,0
Alyssa J. Anderson,4
Alyssa Jean Anderson,1
Amadeo L. Rey,4
Amadeo Labarta Rey,1
Amadeo Rey,0
"Amado, Anthony",2
"Amado, Anthony S.",5
"Amado, Anthony Stanley",3
Aman Fete,0
Aman W. Fete,4
Aman Wote Fete,1
Amanda J. Radnage,4
Amanda Joy Radnage,1
Amanda Radnage,0
"Amante, Erlpe",2
"Amante, Erlpe J.",5
"Amante, Erlpe John",3
"Amara, Mourad",2
"Amara, Mourad S.",5
"Amara, Mourad Sedegh",3
"Amaro, Joan",2
"Amaro, Joan G.",5
"Amaro, Joan Guzmn",3
Amaru R. Schenkel,4
Amaru Reto Schenkel,1
Amaru Schenkel,0
Amaya G. Sarasbar,4
Amaya Garbayo Sarasbar,1
Amaya Sarasbar,0
"Amaya, Roberto",2
"Amaya, Roberto O.",5
"Amaya, Roberto Oscar",3
"Ambros, Jos",2
"Ambros, Jos T.",5
"Ambros, Jos Tea",3
"Ambunda, Paulus",2
"Ambunda, Paulus N.",5
"Ambunda, Paulus Natangwe",3
Ameer K. Webb,4
Ameer Kenneth Webb,1
Ameer Webb,0
"Amer, Huda",2
"Amer, Huda B.",5
"Amer, Huda Ben",3
"Amer, Mohamed",2
"Amer, Mohamed M.",5
"Amer, Mohamed Mahmoud",3
"Ames, Percy",2
"Ames, Percy G.",5
"Ames, Percy Gerald",3
"Ammar, Tarak",2
"Ammar, Tarak B.",5
"Ammar, Tarak Ben",3
"Amo, Jorge",2
"Amo, Jorge G.",5
"Amo, Jorge Gonzlez",3
"Amoo, Seth",2
"Amoo, Seth K.",5
"Amoo, Seth Kwame",3
Amor B. Hanba,4
Amor Bach Hanba,1
Amor Hanba,0
Amos B. Casselman,4
Amos Burr Casselman,1
Amos Casselman,0
"Ampomah, Alberta",2
"Ampomah, Alberta B.",5
"Ampomah, Alberta Boatema",3
"Amundsen, John",2
"Amundsen, John H.",5
"Amundsen, John Howard",3
Amy Begley,0
Amy Feng,0
Amy Gamble,0
Amy H. Walsh,4
Amy Heather Walsh,1
Amy J. Feng,4
Amy J. Gamble,4
Amy Jean Gamble,1
Amy Jun Feng,1
Amy M. Roos,4
Amy Mothersbaugh Roos,1
Amy Pastor,0
Amy Roos,0
Amy W. Pastor,4
Amy Walsh,0
Amy Wynn Pastor,1
Amy Y. Begley,4
Amy Yoder Begley,1
An E. Frost,4
An Early Frost,1
An Frost,0
"An, Ek",2
"An, Ek S.",5
"An, Ek Sam",3
"An, Sung",2
"An, Sung K.",5
"An, Sung Kyun",3
"An, Yong",2
"An, Yong J.",5
"An, Yong Ju",3
Ana Armas,0
Ana Fray,0
Ana L. Fray,4
Ana Laura Fray,1
Ana M. Pacheco,4
Ana Montero Pacheco,1
Ana Pacheco,0
Ana d. Armas,4
Ana de Armas,1
Ananta C. Sukla,4
Ananta Charan Sukla,1
Ananta Sukla,0
Anas A. Anas,4
Anas Anas,0
Anas Aremeyaw Anas,1
Anas N. Oyembo,4
Anas Ntchaga Oyembo,1
Anas Oyembo,0
"Anas, Anas",2
"Anas, Anas A.",5
"Anas, Anas Aremeyaw",3
Anatole Kuyo,0
Anatole Z. Kuyo,4
Anatole Zongo Kuyo,1
"Anaya, Rafael",2
"Anaya, Rafael C.",5
"Anaya, Rafael Cmara",3
"Anczok, Zygmunt",2
"Anczok, Zygmunt J.",5
"Anczok, Zygmunt Jzef",3
"Anda, Angel",2
"Anda, Angel D.",5
"Anda, Angel De",3
Ander Agera,0
Ander H. Agera,4
Ander Herrera Agera,1
"Anderes, Angela",2
"Anderes, Angela R.",5
"Anderes, Angela Rosa",3
Anders Bkk,0
Anders Carlson,0
Anders E. Jensen,4
Anders Eggert Jensen,1
Anders F. Rasmussen,4
Anders Fogh Rasmussen,1
Anders G. Jensen,4
Anders Geert Jensen,1
Anders H. Karlsson,4
Anders H. Larsson,4
Anders H. Wollgarth,4
Anders Hans Karlsson,1
Anders Hjalmar Wollgarth,1
Anders Hkan Larsson,1
Anders J. Lexell,4
Anders Johan Lexell,1
Anders Karlsson,0
Anders Larsson,0
Anders Lexell,0
Anders O. Pedersen,4
Anders Otto Pedersen,1
Anders P. Bkk,4
Anders Peter Bkk,1
Anders R. Carlson,4
Anders Rasmussen,0
Anders Roland Carlson,1
Anders Wollgarth,0
Anders s. Pedersen,4
Anders stre Pedersen,1
"Andersen, Alf",2
"Andersen, Alf S.",5
"Andersen, Alf Steen",3
"Andersen, Anette",2
"Andersen, Anette R.",5
"Andersen, Anette Ree",3
"Andersen, Anja",2
"Andersen, Anja J.",5
"Andersen, Anja Jul",3
"Andersen, Anne",2
"Andersen, Anne D.",5
"Andersen, Anne Dsane",3
"Andersen, Arne",2
"Andersen, Arne J.",5
"Andersen, Arne Johan",3
"Andersen, Benny",2
"Andersen, Benny F.",5
"Andersen, Benny Fomsgaard",3
"Andersen, Herluf",2
"Andersen, Herluf J.",5
"Andersen, Herluf Juhl",3
"Andersen, Jens",2
"Andersen, Jens J.",5
"Andersen, Jens Jacob",3
"Andersen, Jonas",2
"Andersen, Jonas S.",5
"Andersen, Jonas Solberg",3
"Andersen, Keld",2
"Andersen, Keld J.",5
"Andersen, Keld Jul",3
"Andersen, Peter",2
"Andersen, Peter F.",5
"Andersen, Peter Frank",3
"Andersen, Poul",2
"Andersen, Poul K.",5
"Andersen, Poul Kappel",3
"Andersen, Rolf-Peder",2
"Andersen, Rolf-Peder H.",5
"Andersen, Rolf-Peder Hermann",3
Anderson D. Santos,4
Anderson Dos Santos,1
Anderson Santos,0
"Anderson, Alyssa",2
"Anderson, Alyssa J.",5
"Anderson, Alyssa Jean",3
"Anderson, Charles",2
"Anderson, Charles T.",5
"Anderson, Charles Tony",3
"Anderson, Corey",2
"Anderson, Corey J.",5
"Anderson, Corey James",3
"Anderson, Edward",2
"Anderson, Edward A.",5
"Anderson, Edward Allan",3
"Anderson, James",2
"Anderson, James H.",5
"Anderson, James Henry",3
"Anderson, John",2
"Anderson, John S.",5
"Anderson, John Scott",3
"Anderson, Jon",2
"Anderson, Jon P.",5
"Anderson, Jon Peter",3
"Anderson, Karl",2
"Anderson, Karl W.",5
"Anderson, Karl Walter",3
"Anderson, Otto",2
"Anderson, Otto K.",5
"Anderson, Otto Kenneth",3
"Anderson, Paul E.",5
"Anderson, Paul Edward",3
"Anderson, Paul T.",5
"Anderson, Paul Thomas",3
"Anderson, Scott",2
"Anderson, Scott W.",5
"Anderson, Scott Warren",3
"Anderson, Wayne",2
"Anderson, Wayne R.",5
"Anderson, Wayne Robert",3
"Andersson, Bengt",2
"Andersson, Bengt G.",5
"Andersson, Bengt Gran",3
"Andersson, Ernst",2
"Andersson, Ernst A.",5
"Andersson, Ernst Axel",3
"Andersson, Jan",2
"Andersson, Jan R.",5
"Andersson, Jan Roland",3
"Andersson, Otto",2
"Andersson, Otto A.",5
"Andersson, Otto August",3
"Andersson, Per",2
"Andersson, Per O.",5
"Andersson, Per Olof",3
"Andersson, Thord",2
"Andersson, Thord M.",5
"Andersson, Thord Markus",3
"Andersson, Thure",2
"Andersson, Thure E.",5
"Andersson, Thure Elof",3
"Andersson, ke",2
"Andersson, ke E.",5
"Andersson, ke Ernst",3
Andy R. Schleck,4
Andy Raymond Schleck,1
Andy Schleck,0
Ane Gonzlez,0
Ane Horpestad,0
Ane S. Gonzlez,4
Ane S. Horpestad,4
Ane Santesteban Gonzlez,1
Ane Stangeland Horpestad,1
Anette Andersen,0
Anette R. Andersen,4
Anette Ree Andersen,1
Ang M. Seng,4
Ang Mong Seng,1
Ang Seng,0
"Angara, Joseph",2
"Angara, Joseph O.",5
"Angara, Joseph Oduol",3
Angel Acosta,0
Angel Anda,0
Angel Barra,0
Angel Campos,0
Angel Correale,0
Angel D. Anda,4
Angel De Anda,1
Angel E. Campos,4
Angel Eloy Campos,1
Angel G. Correale,4
Angel G. Gonzalez,4
Angel Garca Correale,1
Angel Gaud Gonzalez,1
Angel Gonzalez,0
Angel M. Acosta,4
Angel M. Barra,4
Angel Martnez,0
Angel Mora Barra,1
Angel Moya Acosta,1
Angel R. Martnez,4
Angel Romn Martnez,1
"Angel, Jos",2
"Angel, Jos M.",5
"Angel, Jos Manuel",3
"Angel, Look",2
"Angel, Look H.",5
"Angel, Look Homeward",3
Angela Anderes,0
Angela Dawson,0
Angela G. Walker,4
Angela Gaye Walker,1
Angela J. Dawson,4
Angela Jane Dawson,1
Angela R. Anderes,4
Angela Rock,0
Angela Rosa Anderes,1
Angela T. Rock,4
Angela Terese Rock,1
Angela Walker,0
"Anger, Carl",2
"Anger, Carl T.",5
"Anger, Carl Theodor",3
Angus Frantz,0
Angus J. Mackay,4
Angus J. Waddell,4
Angus James Mackay,1
Angus James Waddell,1
Angus M. Frantz,4
Angus MacDonald Frantz,1
Angus Mackay,0
Angus Shelford,0
Angus W. Shelford,4
Angus Waddell,0
Angus Whare Shelford,1
"Anh, Nguyn",2
"Anh, Nguyn N.",5
"Anh, Nguyn Ngc",3
Anja Andersen,0
Anja J. Andersen,4
Anja Jul Andersen,1
"Anjos, Rafael",2
"Anjos, Rafael D.",5
"Anjos, Rafael Dos",3
"Ankamah, Alfred",2
"Ankamah, Alfred A.",5
"Ankamah, Alfred Addo",3
"Ankerman, Jan",2
"Ankerman, Jan G.",5
"Ankerman, Jan Geert",3
"Ankre, Per",2
"Ankre, Per A.",5
"Ankre, Per Axel",3
"Ankudey, Emma",2
"Ankudey, Emma F.",5
"Ankudey, Emma Flash",3
Ann G. Nrgaard,4
Ann Grete Nrgaard,1
Ann Kerr,0
Ann M. Kerr,4
Ann Maree Kerr,1
Ann Nrgaard,0
Ann Peterson,0
Ann S. Peterson,4
Ann Stewart Peterson,1
Anna B. Hodge,4
Anna B. Wodarczyk,4
Anna Ball Hodge,1
Anna Bengtsson,0
Anna Boena Wodarczyk,1
Anna C. Lebrato,4
Anna C. Marshall,4
Anna Calder Marshall,1
Anna Cruz Lebrato,1
Anna G. Olasz,4
Anna Greta Olasz,1
Anna Hodge,0
Anna Lebrato,0
Anna Marshall,0
Anna Olasz,0
Anna T. Bengtsson,4
Anna Therese Bengtsson,1
Anna Wodarczyk,0
Annabel Gallop,0
Annabel T. Gallop,4
Annabel Teh Gallop,1
"Annan, Alfred",2
"Annan, Alfred H.",5
"Annan, Alfred Heacock",3
Annar E. Petersen,4
Annar Engelbreth Petersen,1
Annar Petersen,0
Anne Andersen,0
Anne B. Huy,4
Anne Berge,0
Anne Beth Huy,1
Anne D. Andersen,4
Anne D. Tanderup,4
Anne Dorthe Tanderup,1
Anne Dsane Andersen,1
Anne G. Stormorken,4
Anne Grethe Stormorken,1
Anne Huy,0
Anne K. Schleper,4
Anne Kathryn Schleper,1
Anne L. Berge,4
Anne La Berge,1
Anne P. Street,4
Anne Penfold Street,1
Anne S. Troelstra,4
Anne Schleper,0
Anne Sjerp Troelstra,1
Anne Stormorken,0
Anne Street,0
Anne Tanderup,0
Anne Troelstra,0
Annette H. Tholen,4
Annette Huygens Tholen,1
Annette Tholen,0
Anouar A. Kader,4
Anouar Abdul Kader,1
Anouar B. Naceur,4
Anouar Ben Naceur,1
Anouar Kader,0
Anouar Naceur,0
"Ansbl, Bjarne",2
"Ansbl, Bjarne A.",5
"Ansbl, Bjarne Amore",3
"Antal, Laszlo",2
"Antal, Laszlo C.",5
"Antal, Laszlo Charles",3
Anthony Amado,0
Anthony B. Howard,4
Anthony Barbar,0
Anthony Beckett,0
Anthony Bourne Howard,1
Anthony C. Welch,4
Anthony Cleland Welch,1
Anthony Crossley,0
Anthony Dell,0
Anthony Howard,0
Anthony J. Barbar,4
Anthony J. Beckett,4
Anthony J. Crossley,4
Anthony J. Sweeney,4
Anthony J. Taylor,4
Anthony J. Testa,4
Anthony James Beckett,1
Anthony James Crossley,1
Anthony John Barbar,1
Anthony John Sweeney,1
Anthony John Taylor,1
Anthony Joseph Testa,1
Anthony L. Mann,4
Anthony L. Watson,4
Anthony Lamar Watson,1
Anthony Longford Mann,1
Anthony M. Sanders,4
Anthony M. Stuart,4
Anthony M. Thornton,4
Anthony Mann,0
Anthony Marcus Sanders,1
Anthony Mark Stuart,1
Anthony Mark Thornton,1
Anthony Nunn,0
Anthony R. Dell,4
Anthony Ross Dell,1
Anthony S. Amado,4
Anthony S. Nunn,4
Anthony Sanders,0
Anthony Stanley Amado,1
Anthony Stuart,0
Anthony Stuart Nunn,1
Anthony Sweeney,0
Anthony Taylor,0
Anthony Testa,0
Anthony Thornton,0
Anthony Watson,0
Anthony Welch,0
"Anthony, Herbert",2
"Anthony, Herbert D.",5
"Anthony, Herbert Douglas",3
"Antn, Carlos",2
"Antn, Carlos F.",5
"Antn, Carlos Fernndez",3
Anton G. Strm,4
Anton Gotthard Strm,1
Anton M. Obholzer,4
Anton Manfred Obholzer,1
Anton Obholzer,0
Anton Strm,0
Antonela L. Mena,4
Antonela Luca Mena,1
Antonela Mena,0
"Antonescu, Elena",2
"Antonescu, Elena O.",5
"Antonescu, Elena Oana",3
Antony Fennema,0
Antony Fowler,0
Antony G. Fennema,4
Antony Gerardus Fennema,1
Antony J. Fowler,4
Antony J. James,4
Antony James,0
Antony John Fowler,1
Antony John James,1
"Antua, Abelardo",2
"Antua, Abelardo F.",5
"Antua, Abelardo Fernndez",3
Antwaan El,0
Antwaan R. El,4
Antwaan Randle El,1
Anuruddha B. Ratnayake,4
Anuruddha Bandara Ratnayake,1
Anuruddha Ratnayake,0
"Anwar, Mohamed",2
"Anwar, Mohamed S.",5
"Anwar, Mohamed Sameh",3
"Anwary, Mohammad",2
"Anwary, Mohammad D.",5
"Anwary, Mohammad Daoud",3
"Ao, Kuok",2
"Ao, Kuok K.",5
"Ao, Kuok Kuong",3
"Ao, Weng",2
"Ao, Weng T.",5
"Ao, Weng Tong",3
"Appleton, Lloyd",2
"Appleton, Lloyd O.",5
"Appleton, Lloyd Otto",3
"Appleton, Reuben",2
"Appleton, Reuben R.",5
"Appleton, Reuben Recaldo",3
"Arabejo, Ryan",2
"Arabejo, Ryan P.",5
"Arabejo, Ryan Paolo",3
Arabelly O. Snchez,4
Arabelly Orjuela Snchez,1
Arabelly Snchez,0
"Arafat, Mohamed",2
"Arafat, Mohamed A.",5
"Arafat, Mohamed Al-Naceur",3
"Aranda, Axel",2
"Aranda, Axel M.",5
"Aranda, Axel Mller",3
"Aras, Muhammad",2
"Aras, Muhammad B.",5
"Aras, Muhammad Ben",3
"Arbon, Jeffrey",2
"Arbon, Jeffrey J.",5
"Arbon, Jeffrey John",3
"Arc, Joan",2
"Arc, Joan o.",5
"Arc, Joan of",3
"Arce, Marta",2
"Arce, Marta B.",5
"Arce, Marta Bobo",3
"Archer, Alfred",2
"Archer, Alfred G.",5
"Archer, Alfred German",3
"Archer, Kenneth",2
"Archer, Kenneth A.",5
"Archer, Kenneth Alan",3
"Archer, Ronald",2
"Archer, Ronald G.",5
"Archer, Ronald Graham",3
Arely F. Ramos,4
Arely Franco Ramos,1
Arely Ramos,0
"Arenas, Carlos",2
"Arenas, Carlos M.",5
"Arenas, Carlos Mart",3
"Arenas, Jess",2
"Arenas, Jess G.",5
"Arenas, Jess Garca",3
"Arenas, Rubn",2
"Arenas, Rubn G.",5
"Arenas, Rubn Garabaya",3
"Arens, Maarten",2
"Arens, Maarten J.",5
"Arens, Maarten Johannes",3
"Arentz, Charles",2
"Arentz, Charles A.",5
"Arentz, Charles Archer",3
"Arguedas, Rafael",2
"Arguedas, Rafael G.",5
"Arguedas, Rafael Gmez",3
Arjen A. Lucassen,4
Arjen Anthony Lucassen,1
Arjen Lucassen,0
Arjun Basnet,0
Arjun K. Basnet,4
Arjun Kumar Basnet,1
Arlen Cardona,0
Arlen L. Cardona,4
Arlen Lpez Cardona,1
Armand J. Lepaffe,4
Armand Jacques Lepaffe,1
Armand Lepaffe,0
Armando A. Gonzlez,4
Armando Alfonso Gonzlez,1
Armando G. Gonzlez,4
Armando Gonzlez Gonzlez,1
Armando M. Nelson,4
Armando M. Retolaza,4
Armando Melgar Nelson,1
Armando Melgar Retolaza,1
Armando Nelson,0
Armando Retolaza,0
"Armas, Ana",2
"Armas, Ana d.",5
"Armas, Ana de",3
"Armas, Max",2
"Armas, Max B.",5
"Armas, Max Berendson",3
"Armas, Ramn",2
"Armas, Ramn N.",5
"Armas, Ramn Nez",3
"Arms, John",2
"Arms, John T.",5
"Arms, John Taylor",3
Arnaldo Bonell,0
Arnaldo M. Bonell,4
Arnaldo Mattos,0
Arnaldo Mesa Bonell,1
Arnaldo d. Mattos,4
Arnaldo de Mattos,1
Arndt J. Norrgrd,4
Arndt Johan Norrgrd,1
Arndt Norrgrd,0
Arne Almeland,0
Arne Andersen,0
Arne Gaupset,0
Arne J. Almeland,4
Arne J. Andersen,4
Arne Johan Almeland,1
Arne Johan Andersen,1
Arne N. Sejersted,4
Arne Nannestad Sejersted,1
Arne P. Gaupset,4
Arne Pedersen Gaupset,1
Arne Sejersted,0
"Arnel, Brent",2
"Arnel, Brent J.",5
"Arnel, Brent John",3
Arnholdt J. Kongsgrd,4
Arnholdt Johannes Kongsgrd,1
Arnholdt Kongsgrd,0
Arnold A. Nez,4
Arnold Alcolea Nez,1
Arnold B. Schwartz,4
Arnold Bernhard Schwartz,1
Arnold E. Huber,4
Arnold Eberhard Huber,1
Arnold Huber,0
Arnold N. Palmer,4
Arnold Nez,0
Arnold Nottage Palmer,1
Arnold Palmer,0
Arnold Parsons,0
Arnold S. Parsons,4
Arnold Schwartz,0
Arnold Stewart Parsons,1
"Arnold, Edward",2
"Arnold, Edward G.",5
"Arnold, Edward George",3
"Arnold, Geoffrey",2
"Arnold, Geoffrey G.",5
"Arnold, Geoffrey Graham",3
"Arnold, Graham",2
"Arnold, Graham J.",5
"Arnold, Graham James",3
"Arnold, Marc",2
"Arnold, Marc T.",5
"Arnold, Marc Tyler",3
"Arnold, Russel",2
"Arnold, Russel P.",5
"Arnold, Russel Premakumaran",3
"Arnold, Scott",2
"Arnold, Scott E.",5
"Arnold, Scott Edward",3
"Arnold, Thomas",2
"Arnold, Thomas A.",5
"Arnold, Thomas Alfred",3
Arnr Gunnarsson,0
Arnr o. Gunnarsson,4
Arnr orkell Gunnarsson,1
Arnulfo B. Galeano,4
Arnulfo Betancourt Galeano,1
Arnulfo Galeano,0
"Aro, Carlos",2
"Aro, Carlos A.",5
"Aro, Carlos Alberto",3
Aron Carlsson,0
Aron L. Carlsson,4
Aron Lars-Gran Carlsson,1
Arran Hoffmann,0
Arran K. Hoffmann,4
Arran Karl Hoffmann,1
"Arranz, Fermn",2
"Arranz, Fermn M.",5
"Arranz, Fermn Ms",3
"Arroyo, Claus",2
"Arroyo, Claus M.",5
"Arroyo, Claus Martnez",3
"Arseneau, Joseph",2
"Arseneau, Joseph B.",5
"Arseneau, Joseph Brant",3
Arsne K. Konan,4
Arsne Konan,0
Arsne Kra Konan,1
Art Cojo,0
Art J. Cojo,4
Art Juggernaut Cojo,1
Arthur A. Bell,4
Arthur A. Berger,4
Arthur A. Carnell,4
Arthur A. Gallagher,4
Arthur A. Hermann,4
Arthur A. Johnson,4
Arthur A. March,4
Arthur Albert March,1
Arthur Anthony Gallagher,1
Arthur Anthony Johnson,1
Arthur Armstrong Bell,1
Arthur Arthur Hermann,1
Arthur Asa Berger,1
Arthur Ashton Carnell,1
Arthur B. Coble,4
Arthur Barrett,0
Arthur Bell,0
Arthur Berger,0
Arthur Bowley,0
Arthur Burge,0
Arthur Burn,0
Arthur Byron Coble,1
Arthur Carnell,0
Arthur Coble,0
Arthur Copeland,0
Arthur Cruttenden,0
Arthur D. Nourse,4
Arthur D. Spatt,4
Arthur Donald Spatt,1
Arthur Dudley Nourse,1
